city,name,district,address,order_count,population,region,groups_count,registered_count,phone,capacity,city_size,waiting_list_ratio,total_demand,demand_rate,occupancy_rate,children_per_group,capacity_per_group,demand_per_group,kg_per_100k,waiting_per_100k,capacity_per_100k,is_overcrowded,has_waiting_list,is_full,order_count_standard,registered_count_standard,groups_count_standard,capacity_standard,population_standard,total_demand_standard,children_per_group_standard,waiting_per_100k_standard,capacity_per_100k_standard,order_count_normalized,registered_count_normalized,groups_count_normalized,capacity_normalized,population_normalized,total_demand_normalized,children_per_group_normalized,waiting_per_100k_normalized,capacity_per_100k_normalized,population_log,total_demand_log,waiting_per_100k_log,size_category_Medium,size_category_Large,demand_category_Medium,demand_category_High,region_encoded,city_encoded,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,address_cleaned,has_district
Yerevan,11 Մանկապարտեզ,Կենտրոն,Ռուսթավելու 19,1,1093000,Capital,0,0,,0,Major City,1.0,1,0.5,0.0,0.0,0.0,1.0,56.47611625043769,0.09149130832570906,0.0,0,1,1,-0.7354010346031188,-1.5133284110578302,-1.6599805540628951,-0.7757123378577961,1.0111698735447452,-1.390964678936995,-2.6824420705737144,-0.4221018367198199,-0.680739136528221,0.0030581039755351682,0.0,0.0,0.0,1.0,0.0014184397163120568,0.0,0.00016200656059625555,0.0,13.90443768207134,0.6931471805599453,0.08754493392137756,False,False,False,True,2,9,526957.3437080468,237.2714076078283,-238.4328165382663,235.00488120237574,13.418900944095025,-7.219945618574323,17.66791776690204,-21.89226137598445,-5.925160563599805,-11.982670430105282,ռուսթավելու 19,1
Yerevan,12 Մանկապարտեզ,Կենտրոն,Մոսկովյան 31,12,1093000,Capital,3,52,,0,Major City,0.22641509433962265,64,0.18461538461538463,52.0,13.0,0.0,3.0,56.47611625043769,1.0978956999085088,0.0,0,1,1,-0.5120194103525672,-0.9284221276840317,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.8777628626362813,-0.9422393664647962,-0.4056003939310988,-0.680739136528221,0.03669724770642202,0.1306532663316583,0.23076923076923078,0.0,1.0,0.09078014184397164,0.4369747899159664,0.0019440787271550665,0.0,13.90443768207134,4.174387269895637,0.7409347946813659,False,False,True,False,2,9,526957.3628506307,237.25138326787436,-169.70873212819282,166.72200347059393,3.848312361129947,-1.2512469144448686,14.258773785147532,-14.923163317080485,-2.9641360755325983,-2.5229721569893924,մոսկովյան 31,1
Yerevan,13 Մանկապարտեզ,Կենտրոն,Բաղրամյան 21,4,1093000,Capital,4,110,,0,Major City,0.036036036036036036,114,0.034782608695652174,110.0,22.0,0.0,0.8,56.47611625043769,0.36596523330283626,0.0,0,1,1,-0.6744787734438774,-0.2760266577671026,-0.31393946201683914,-0.7757123378577961,1.0111698735447452,-0.4704598338261913,0.2625163517644547,-0.41760144323198684,-0.680739136528221,0.012232415902140673,0.2763819095477387,0.3076923076923077,0.0,1.0,0.16170212765957448,0.7394957983193277,0.0006480262423850222,0.0,13.90443768207134,4.74493212836325,0.31186130936265183,True,False,False,False,2,9,526957.3813471884,237.24273457648977,-107.92224027646498,101.92000346880035,-23.343958152790456,16.708797602977235,15.717385818142057,1.0339295347522586,-0.09477517901783925,2.8495957866560566,բաղրամյան 21,1
Yerevan,14 Մանկապարտեզ,Այասի 71,+(374 10)56-28-74,2,1093000,Capital,3,74,,0,Major City,0.02666666666666667,76,0.025974025974025976,74.0,18.5,0.0,0.5,56.47611625043769,0.18298261665141813,0.0,0,1,1,-0.7150936142167049,-0.6809617770258862,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.7800101357218597,-0.20599976088025398,-0.4206017055572088,-0.680739136528221,0.0061162079510703364,0.18592964824120603,0.23076923076923078,0.0,1.0,0.10780141843971631,0.6218487394957983,0.0003240131211925111,0.0,13.90443768207134,4.343805421853684,0.16803889059531893,False,False,False,False,2,9,526957.3688981477,237.25240845632266,-151.25334955114667,145.96720572332583,-12.421794823877217,9.559725866138278,16.84304802777829,-6.660701319584454,-1.6410061441773247,1.3017338352946708,374 10562874,1
Yerevan,15 Մանկապարտեզ,Կենտրոն,Չարենցի փ. 90,74,1093000,Capital,6,184,,0,Major City,0.4,258,0.2857142857142857,184.0,26.285714285714285,0.0,10.571428571428571,56.47611625043769,6.7703568161024705,0.0,1,1,1,0.7470406536050878,0.5563399762648413,0.35908108400618877,-0.7757123378577961,1.0111698735447452,0.7025728891468683,0.8362095509212407,-0.3125922618492167,-0.680739136528221,0.22629969418960244,0.4623115577889447,0.46153846153846156,0.0,1.0,0.36595744680851067,0.8835534213685473,0.01198848548412291,0.0,13.90443768207134,5.556828061699537,2.0503160856034706,True,False,True,False,2,9,526957.416093506,237.18088474389685,28.65933754663503,-25.15446192742258,8.444623359522025,-4.584832138751478,-4.007612368539214,-8.789076649331722,-0.6924390190668537,3.1724300949654824,չարենցի փ 90,1
Yerevan,16 Մանկապարտեզ,Կենտրոն,Հանրապետության 71,24,1093000,Capital,4,105,,0,Major City,0.22641509433962265,129,0.18461538461538463,105.0,21.0,0.0,4.8,56.47611625043769,2.1957913998170175,0.0,0,1,1,-0.26833036571560165,-0.3322676465530448,-0.31393946201683914,-0.7757123378577961,1.0111698735447452,-0.3482689251831642,0.12865460529453793,-0.3875988199797668,-0.680739136528221,0.07339449541284404,0.2638190954773869,0.3076923076923077,0.0,1.0,0.18297872340425533,0.7058823529411764,0.003888157454310133,0.0,13.90443768207134,4.867534450455582,1.1618347566302933,True,False,True,False,2,9,526957.3824468305,237.231068983571,-99.29783055310885,96.81094231313268,-4.904210520615654,4.318301554077713,10.305567932172757,-7.366782461203228,-0.7953915887515917,2.231286353600525,հանրապետության 71,1
Yerevan,17 Մանկապարտեզ,Կենտրոն,Տ. Մեծի 36ա,48,1093000,Capital,8,139,,0,Major City,0.34285714285714286,187,0.2553191489361702,139.0,15.444444444444445,0.0,5.333333333333333,56.47611625043769,4.391582799634035,0.0,0,1,1,0.21904772355832924,0.05017107719136191,1.0321016300292167,-0.7757123378577961,1.0111698735447452,0.1242025882365403,-0.6150217639827774,-0.35159567207710274,-0.680739136528221,0.14678899082568808,0.3492462311557789,0.6153846153846154,0.0,1.0,0.2652482269503546,0.519140989729225,0.007776314908620266,0.0,13.90443768207134,5.236441962829949,1.6848389966613748,False,True,True,False,2,9,526957.3972376318,237.20869297830424,-42.623575437335354,42.98731973166969,2.755757437964031,-0.29283361728348717,3.657880003407177,-9.263254123571826,-3.011965660004815,-4.476845776019757,տ մեծի 36ա,1
Yerevan,18 Մանկապարտեզ,Կենտրոն,"Այգեստան 9-րդ փող., 29",7,1093000,Capital,3,70,,0,Major City,0.09859154929577464,77,0.08974358974358974,70.0,17.5,0.0,1.75,56.47611625043769,0.6404391582799634,0.0,0,1,1,-0.613556512284636,-0.7259545680546399,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.7718640751456579,-0.3398615073501708,-0.41310104974415385,-0.680739136528221,0.021406727828746176,0.17587939698492464,0.23076923076923078,0.0,1.0,0.10921985815602837,0.5882352941176471,0.001134045924173789,0.0,13.90443768207134,4.356708826689592,0.4949639854285943,False,False,False,False,2,9,526957.3682438069,237.25016557181078,-152.3081410459768,147.9811646138982,-6.779597582764867,5.764179386427901,15.473162953279012,-9.247509655470704,-1.862953945995914,0.6347050595652284,այգեստան 9րդ փող 29,1
Yerevan,19 Մանկապարտեզ,Կենտրոն,Մայիսյան 22ա,49,1093000,Capital,6,178,,0,Major City,0.2737430167597765,227,0.2149122807017544,178.0,25.428571428571427,0.0,7.0,56.47611625043769,4.483074107959744,0.0,1,1,1,0.23935514394474305,0.48885078972171075,0.35908108400618877,-0.7757123378577961,1.0111698735447452,0.4500450112846124,0.7214709110898835,-0.35009554091449174,-0.680739136528221,0.14984709480122324,0.4472361809045226,0.46153846153846156,0.0,1.0,0.3219858156028369,0.8547418967587034,0.007938321469216521,0.0,13.90443768207134,5.429345628954441,1.7016659122816467,True,False,True,False,2,9,526957.4105857807,237.19833726238338,3.61417393717141,-4.119845810540846,-9.998670001995213,7.7173821490471335,2.6688494142416195,-0.40908660993255375,0.2705182606367726,2.790099082451686,մայիսյան 22ա,1
Yerevan,20 Մանկապարտեզ,Կենտրոն,Եզ. Կողբացու 2ա,19,1093000,Capital,4,104,,0,Major City,0.18095238095238095,123,0.1532258064516129,104.0,20.8,0.0,3.8,56.47611625043769,1.738334858188472,0.0,0,1,1,-0.3698674676476706,-0.34351584431023324,-0.31393946201683914,-0.7757123378577961,1.0111698735447452,-0.39714528864037507,0.10188225600055467,-0.3950994757928218,-0.680739136528221,0.0581039755351682,0.2613065326633166,0.3076923076923077,0.0,1.0,0.17446808510638298,0.6991596638655462,0.0030781246513288552,0.0,13.90443768207134,4.820281565605037,1.0073500196761604,True,False,True,False,2,9,526957.3814105964,237.23453057471096,-104.07720572217616,100.77462848922232,-8.718490024883586,6.900033720397953,11.688295390312982,-5.776393757143965,-0.7481064310536273,2.0902189668197475,եզ կողբացու 2ա,1
Yerevan,21 Մանկապարտեզ,Կենտրոն,Տ. Մեծի 31ա,58,1093000,Capital,3,92,,0,Major City,0.6236559139784946,150,0.3841059602649007,92.0,23.0,0.0,14.5,56.47611625043769,5.3064958828911255,0.0,0,1,1,0.4221219274224671,-0.4784942173964944,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.17720165308292637,0.3963780982343715,-0.3365943604509927,-0.680739136528221,0.17737003058103976,0.23115577889447236,0.23076923076923078,0.0,1.0,0.2127659574468085,0.7731092436974789,0.009396380514582822,0.0,13.90443768207134,5.017279836814924,1.8415801947091133,False,False,False,True,2,9,526957.3828291093,237.21177344504218,-89.75848645934133,93.49124068590035,28.39381830359334,-18.515292696965872,0.800099868243236,-21.742377303344718,-0.21335024933130353,4.805053104017132,տ մեծի 31ա,1
Yerevan,22 Մանկապարտեզ,Արաբկիր,Գրիբոյեդովի 2/2,132,1093000,Capital,8,246,,0,Major City,0.5344129554655871,378,0.3482849604221636,246.0,27.333333333333332,0.0,14.666666666666666,56.47611625043769,12.076852698993596,0.0,1,1,1,1.9248710360170873,1.253728237210524,1.0321016300292167,-0.7757123378577961,1.0111698735447452,1.6801001582910846,0.9764456662706773,-0.22558465441777859,-0.680739136528221,0.4036697247706422,0.6180904522613065,0.6153846153846154,0.0,1.0,0.5361702127659574,0.9187675070028011,0.021384865998705732,0.0,13.90443768207134,5.937536205082426,2.5708436977325766,False,True,False,True,2,9,526957.4450775182,237.1299029706917,142.53321130531435,-131.29948044330504,33.86597560570949,-21.037207744209702,-19.73012769838838,-18.390126367407316,-3.543942784720347,0.7998501099199542,գրիբոյեդովի 22,1
Yerevan,23 Մանկապարտեզ,Արաբկիր,Վրացական 19,132,1093000,Capital,7,213,,0,Major City,0.616822429906542,345,0.3815028901734104,213.0,26.625,0.0,16.5,56.47611625043769,12.076852698993596,0.0,1,1,1,1.9248710360170873,0.8825377112233059,0.6955913570177028,-0.7757123378577961,1.0111698735447452,1.411280159276425,0.8816269291878198,-0.22558465441777859,-0.680739136528221,0.4036697247706422,0.535175879396985,0.5384615384615385,0.0,1.0,0.4893617021276596,0.8949579831932772,0.021384865998705732,0.0,13.90443768207134,5.846438775057724,2.5708436977325766,False,True,False,True,2,9,526957.4339431392,237.1372767504241,104.21703802749983,-91.9430104027948,45.638808899013,-29.068093157255493,-19.427381655810798,-25.49851550569659,-3.8241557979417338,1.7427323885748351,վրացական 19,1
Yerevan,24 Մանկապարտեզ,Արաբկիր,Ղափանցյան 12/3,6,1093000,Capital,3,56,,0,Major City,0.10526315789473684,62,0.09523809523809523,56.0,14.0,0.0,1.5,56.47611625043769,0.5489478499542544,0.0,0,1,1,-0.6338639326710498,-0.883429336655278,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.894054983788685,-0.8083776199948794,-0.41460118090676484,-0.680739136528221,0.01834862385321101,0.1407035175879397,0.23076923076923078,0.0,1.0,0.08794326241134752,0.47058823529411764,0.0009720393635775333,0.0,13.90443768207134,4.143134726391533,0.4375758939565968,False,False,True,False,2,9,526957.363364834,237.25426983704793,-169.37630882745347,165.25986153151402,-2.6447145257327067,3.126892074586149,15.917162810712213,-12.024540411424626,-2.7402246582311682,-1.8590011301554554,ղափանցյան 123,1
Yerevan,25 Մանկապարտեզ,Արաբկիր,Շիրվանզադեի 5/1,123,1093000,Capital,10,295,,0,Major City,0.4155405405405405,418,0.2935560859188544,295.0,26.818181818181817,0.0,11.181818181818182,56.47611625043769,11.253430924062213,0.0,1,1,1,1.742104252539363,1.8048899273127574,1.7051221760522446,-0.7757123378577961,1.0111698735447452,2.0059425813391565,0.9074865847558716,-0.23908583488127763,-0.680739136528221,0.3761467889908257,0.7412060301507538,0.7692307692307693,0.0,1.0,0.5929078014184398,0.9014514896867837,0.01992680695333943,0.0,13.90443768207134,6.037870919922137,2.5058059732105837,False,True,True,False,2,9,526957.4603582046,237.12484223748586,192.89029185883447,-184.71465142561217,9.155988750078633,-4.329655351783189,-17.95393354196651,-3.936029111067286,-2.5765037834269453,-1.8954559539937776,շիրվանզադեի 51,1
Yerevan,26 Մանկապարտեզ,Փափազյան 8,+(374 10)26-92-27,57,1093000,Capital,6,185,,0,Major City,0.3064516129032258,242,0.2345679012345679,185.0,26.428571428571427,0.0,8.142857142857142,56.47611625043769,5.215004574565416,0.0,1,1,1,0.4018145070360533,0.5675881740220298,0.35908108400618877,-0.7757123378577961,1.0111698735447452,0.5722359199276394,0.8553326575598003,-0.3380944916136037,-0.680739136528221,0.1743119266055046,0.4648241206030151,0.46153846153846156,0.0,1.0,0.3432624113475177,0.8883553421368546,0.009234373953986566,0.0,13.90443768207134,5.493061443340548,1.8269664610147633,True,False,True,False,2,9,526957.4140660315,237.19154796790937,17.543707781304956,-16.911981225193188,-5.880124934241247,4.945458942373688,0.455402469519173,-1.9213362142125063,0.22330051484589727,3.3348722037344594,374 10269227,1
Yerevan,27 Մանկապարտեզ,Կիևյան 7,+(374 11)22-72-60,5,1093000,Capital,4,74,,0,Major City,0.06666666666666667,79,0.0625,74.0,14.8,0.0,1.0,56.47611625043769,0.45745654162854527,0.0,0,1,1,-0.6541713530574637,-0.6809617770258862,-0.31393946201683914,-0.7757123378577961,1.0111698735447452,-0.7555719539932544,-0.701288222818946,-0.41610131206937584,-0.680739136528221,0.01529051987767584,0.18592964824120603,0.3076923076923077,0.0,1.0,0.11205673758865249,0.49747899159663866,0.0008100328029812776,0.0,13.90443768207134,4.382026634673881,0.37669282173350993,True,False,False,False,2,9,526957.36930649,237.25081462949322,-149.17695551856653,144.3476603715265,-9.790841382587505,7.894636949069683,15.923277015701146,-7.4944586207324715,-2.1678958547185405,-1.9516857664307585,374 11227260,1
Yerevan,28 Մանկապարտեզ,Կիևյան 5,+(374 10)27-14-12,43,1093000,Capital,5,138,,0,Major City,0.30935251798561153,181,0.23626373626373626,138.0,23.0,0.0,7.166666666666667,56.47611625043769,3.9341262580054894,0.0,0,1,1,0.11751062162626032,0.03892287943417347,0.02257081099467481,-0.7757123378577961,1.0111698735447452,0.0753262247793295,0.3963780982343715,-0.3590963278901578,-0.680739136528221,0.13149847094801223,0.34673366834170855,0.38461538461538464,0.0,1.0,0.2567375886524823,0.7731092436974789,0.006966282105638988,0.0,13.90443768207134,5.204006687076795,1.5961756071606885,True,False,True,False,2,9,526957.3962406238,237.21132202506107,-47.21230376239736,46.916573070914424,-0.8249252901171518,1.5717062485880269,4.776197015884453,-7.094225882332819,-0.5655528403694683,2.4779835247782565,374 10271412,1
Yerevan,29 Մանկապարտեզ,Կոմիտաս 30,+(374 10)22-27-93,29,1093000,Capital,4,112,,0,Major City,0.25663716814159293,141,0.20422535211267606,112.0,22.4,0.0,5.8,56.47611625043769,2.6532479414455628,0.0,0,1,1,-0.1667932637835327,-0.2535302622527258,-0.31393946201683914,-0.7757123378577961,1.0111698735447452,-0.2505161982687426,0.3160610503524212,-0.38009816416671177,-0.680739136528221,0.08868501529051988,0.2814070351758794,0.3076923076923077,0.0,1.0,0.2,0.7529411764705881,0.004698190257291411,0.0,13.90443768207134,4.955827057601261,1.2956166188866827,True,False,True,False,2,9,526957.38551308,237.2261528616578,-87.52232261738982,85.6832672975687,-3.2124790774732634,3.114231368788056,8.844648577664222,-7.605276442284112,-0.4986937489449933,3.169470069548506,374 10222793,1
Yerevan,30 Մանկապարտեզ,Արաբկիր,Կոմիտասի 58/4,56,1093000,Capital,3,87,,0,Major City,0.6363636363636364,143,0.3888888888888889,87.0,21.75,0.0,14.0,56.47611625043769,5.123513266239708,0.0,0,1,1,0.38150708664963956,-0.5347352061824365,-0.6504497350283531,-0.7757123378577961,1.0111698735447452,-0.234224077116339,0.2290509151469755,-0.3395946227762147,-0.680739136528221,0.1712538226299694,0.2185929648241206,0.23076923076923078,0.0,1.0,0.20283687943262413,0.7310924369747899,0.009072367393390311,0.0,13.90443768207134,4.969813299576001,1.8121359949241036,False,False,False,True,2,9,526957.3808567435,237.2143023916064,-97.04159267053065,100.57176778879321,28.49181061627173,-18.518044430595104,1.4188954696552052,-22.152374909282756,-0.5403830599749961,3.9128131621500164,կոմիտասի 584,1
Yerevan,31 Մանկապարտեզ,Արաբկիր,Գրիգոր Արծրունու 57,65,1093000,Capital,10,291,,0,Major City,0.2226027397260274,356,0.18207282913165265,291.0,26.454545454545453,0.0,5.909090909090909,56.47611625043769,5.946935041171089,0.0,1,1,1,0.5642738701273636,1.7598971362840037,1.7051221760522446,-0.7757123378577961,1.0111698735447452,1.5008868256146448,0.8588095860395384,-0.32609344231271575,-0.680739136528221,0.19877675840978593,0.7311557788944724,0.7692307692307693,0.0,1.0,0.5049645390070923,0.8892284186401833,0.01053042643875661,0.0,13.90443768207134,5.877735781779639,1.9383005610366952,False,True,True,False,2,9,526957.4509582553,237.16281645869734,146.35519032169006,-147.69942099206745,-36.54027942266503,25.70824009056222,-3.1449690986304026,19.134398537504357,1.7780225287900702,-1.5083568068884279,գրիգոր արծրունու 57,1
Yerevan,32 Մանկապարտեզ,Արաբկիր,Գրիգոր Արծրունու 25,74,1093000,Capital,8,233,,0,Major City,0.3162393162393162,307,0.24025974025974026,233.0,25.88888888888889,0.0,8.222222222222221,56.47611625043769,6.7703568161024705,0.0,1,1,1,0.7470406536050878,1.1075016663670745,1.0321016300292167,-0.7757123378577961,1.0111698735447452,1.1017298573807566,0.7830898102585755,-0.3125922618492167,-0.680739136528221,0.22629969418960244,0.585427135678392,0.6153846153846154,0.0,1.0,0.43546099290780144,0.8702147525676938,0.01198848548412291,0.0,13.90443768207134,5.730099782973575,2.0503160856034706,False,True,True,False,2,9,526957.4326258792,237.1700485997375,85.52039976636455,-83.56971929602341,-8.903799027176166,7.239077289085245,-4.570029663832972,2.0690887132149736,-0.24857188775699,0.5267880588547231,գրիգոր արծրունու 25,1
